1|1|1|0||10602|9967|0|8661|11252|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|1|0|0|8|1|1|0|0|0|0|0|0|0|0|0|0|2|2|0|2|15|2|3|0|0|0|0|0|2|0|0|0|0
1|1|2|0||13732|4144|0|8813|6661|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|0|0|1|8|1|0|0|0|0|0|0|1|0|0|0|0|3|1|1|2|8|0|1|0|0|0|1|0|1|0|0|0|0
1|1|3|0||9950|13497|0|8807|10547|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|0|0|1|10|3|0|0|0|0|0|0|2|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
1|1|4|0||8672|8588|0|8696|8749|0|0|0|0|false|false|false|0|0|0|false|true|false|0|0|0|0|0|0|1|1|1|0|1|8|0|1|0|0|0|0|0|0|0|0|0|0|2|0|0|2|13|4|3|1|0|0|1|0|0|0|0|0|0
1|1|5|0||7880|9052|0|10012|11222|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|1|1|2|17|5|2|0|0|0|0|0|2|0|0|0|0|1|0|0|1|6|0|1|0|1|0|0|0|1|0|0|0|0
1|1|6|0||7332|7229|0|10256|12783|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|2|0|0|0|4|1|0|0|0|0|1|1|1|0|0|0|0|1|1|1|2|11|3|0|0|0|0|0|0|1|0|0|0|0
1|1|7|0||13497|10602|0|9967|8696|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|0|0|0|4|1|0|0|0|0|0|0|1|0|0|0|0|2|2|1|2|19|5|3|0|0|0|0|0|1|0|0|0|0
1|1|8|0||8588|4144|0|8672|11252|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|1|1|1|1|9|1|1|0|1|0|0|0|2|0|0|0|2|2|0|0|0|9|1|1|0|0|0|0|0|0|0|2|0|0
1|1|9|0||8661|12783|0|8807|7880|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|1|2|2|2|15|2|3|0|0|0|0|0|2|0|0|0|0|2|1|1|2|9|3|0|0|0|1|0|0|1|0|0|0|0
1|1|10|0||9052|7229|0|8749|6661|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|2|1|1|1|17|5|3|0|0|0|0|0|1|0|0|0|0|2|1|0|2|4|0|0|0|0|0|1|0|0|0|0|0|0
1|1|11|0||9950|10256|0|11222|8813|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|0|0|2|4|1|0|0|0|0|0|0|1|0|0|0|0|2|1|1|2|7|1|0|0|0|1|0|0|2|0|0|0|0
1|1|12|0||10547|13732|0|7332|10012|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|0|0|1|9|2|1|0|0|0|0|0|1|0|0|0|0|2|0|0|2|5|0|0|0|1|0|0|1|2|0|0|0|0
1|1|13|0||7229|8807|0|8696|11252|0|0|0|0|true|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|2|0|0|1|6|1|0|0|2|0|0|1|1|0|0|0|0|2|1|1|1|12|4|3|0|0|0|0|0|1|0|0|0|0
1|1|14|0||8749|8813|0|9967|7880|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|1|1|1|2|6|1|0|0|0|0|1|0|1|0|0|0|0|1|2|1|2|8|2|0|0|0|0|1|1|0|0|0|0|0
1|1|15|0||8672|6661|0|10256|10547|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|1|1|0|2|9|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|13|3|1|0|0|0|0|0|1|0|0|0|0
1|1|16|0||7332|11222|0|13497|4144|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|2|0|0|1|5|0|0|0|0|0|0|0|2|0|0|1|0|1|0|0|1|10|1|1|0|0|0|0|0|1|1|0|0|0
1|1|17|0||8588|13732|0|9052|10602|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|1|2|1|2|10|1|2|0|0|0|0|0|0|0|0|0|0|0|1|1|1|17|5|3|1|0|0|0|0|0|0|0|0|0
1|1|18|0||8661|9950|0|10012|12783|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|1|1|1|2|13|1|2|0|0|0|0|0|1|0|0|0|0|1|1|0|2|16|3|3|0|0|0|0|0|2|0|0|0|0
1|1|19|0||11252|7332|0|6661|7880|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|2|1|0|0|11|1|2|0|0|0|0|0|2|0|0|0|0|2|0|0|2|6|0|1|0|0|0|0|0|0|0|0|0|0
1|1|20|0||8813|8672|0|10602|7229|0|0|0|0|false|false|false|0|0|0|false|true|false|0|0|0|0|0|0|1|0|2|2|2|9|0|2|0|0|1|0|0|1|0|0|0|0|2|0|0|0|2|0|0|0|0|0|1|1|1|0|0|0|0
1|1|21|0||13497|8588|0|10256|8661|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|1|1|1|1|13|2|2|0|0|0|0|0|1|0|0|0|0|1|1|1|2|15|3|2|0|0|0|0|0|1|0|0|0|0
